service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2816@3,0,0,0,0,0,0,1,20230313,20230613
2816@5,0,0,0,0,0,0,0,20230313,20230613
R81@1,1,1,1,1,1,0,0,20230313,20230613
A81@1,1,1,1,1,1,0,0,20230313,20230613
A81@2,0,0,0,0,0,1,0,20230313,20230613
A81@3,0,0,0,0,0,0,1,20230313,20230613
A81@5,0,0,0,0,0,0,0,20230313,20230613
283@1,1,1,1,1,1,0,0,20230313,20230613
283@2,0,0,0,0,0,1,0,20230313,20230613
283@3,0,0,0,0,0,0,1,20230313,20230613
283@5,0,0,0,0,0,0,0,20230313,20230613
2832@1,1,1,1,1,1,0,0,20230313,20230613
A85@1,1,1,1,1,1,0,0,20230313,20230613
A85@2,0,0,0,0,0,1,0,20230313,20230613
A85@3,0,0,0,0,0,0,1,20230313,20230613
A85@5,0,0,0,0,0,0,0,20230313,20230613
A851@1,1,1,1,1,1,0,0,20230313,20230613
A86@1,1,1,1,1,1,0,0,20230313,20230613
A862@1,1,1,1,1,1,0,0,20230313,20230613
A842@1,1,1,1,1,1,0,0,20230313,20230613
A288@1,1,1,1,1,1,0,0,20230313,20230613
A16@1,1,1,1,1,1,0,0,20230313,20230613
A161@1,1,1,1,1,1,0,0,20230313,20230613
30.2@1,1,1,1,1,1,0,0,20230313,20230613
30.2@2,0,0,0,0,0,1,0,20230313,20230613
30.2@3,0,0,0,0,0,0,1,20230313,20230613
30.2@5,0,0,0,0,0,0,0,20230313,20230613
30.21@1,1,1,1,1,1,0,0,20230313,20230613
30.23@1,1,1,1,1,1,0,0,20230313,20230613
30.23@2,0,0,0,0,0,1,0,20230313,20230613
T12@1,1,1,1,1,1,0,0,20230313,20230613
T12@2,0,0,0,0,0,1,0,20230313,20230613
T12@3,0,0,0,0,0,0,1,20230313,20230613
T12@5,0,0,0,0,0,0,0,20230313,20230613
T121@1,1,1,1,1,1,0,0,20230313,20230613
340@1,1,1,1,1,1,0,0,20230313,20230613
343@1,1,1,1,1,1,0,0,20230313,20230613
343@2,0,0,0,0,0,1,0,20230313,20230613
343@3,0,0,0,0,0,0,1,20230313,20230613
343@5,0,0,0,0,0,0,0,20230313,20230613
344@1,1,1,1,1,1,0,0,20230313,20230613
344@2,0,0,0,0,0,1,0,20230313,20230613
344@3,0,0,0,0,0,0,1,20230313,20230613
344@5,0,0,0,0,0,0,0,20230313,20230613
3441@1,1,1,1,1,1,0,0,20230313,20230613
3441@2,0,0,0,0,0,1,0,20230313,20230613
3441@3,0,0,0,0,0,0,1,20230313,20230613
3441@5,0,0,0,0,0,0,0,20230313,20230613
3442@1,1,1,1,1,1,0,0,20230313,20230613
3442@2,0,0,0,0,0,1,0,20230313,20230613
3442@3,0,0,0,0,0,0,1,20230313,20230613
3442@5,0,0,0,0,0,0,0,20230313,20230613
3443@1,1,1,1,1,1,0,0,20230313,20230613
345@1,1,1,1,1,1,0,0,20230313,20230613
345@2,0,0,0,0,0,1,0,20230313,20230613
346@1,1,1,1,1,1,0,0,20230313,20230613
346@2,0,0,0,0,0,1,0,20230313,20230613
3462@1,1,1,1,1,1,0,0,20230313,20230613
3462@2,0,0,0,0,0,1,0,20230313,20230613
3462@3,0,0,0,0,0,0,1,20230313,20230613
3462@5,0,0,0,0,0,0,0,20230313,20230613
3463@3,0,0,0,0,0,0,1,20230313,20230613
3463@5,0,0,0,0,0,0,0,20230313,20230613
347@1,1,1,1,1,1,0,0,20230313,20230613
347@2,0,0,0,0,0,1,0,20230313,20230613
347@3,0,0,0,0,0,0,1,20230313,20230613
347@5,0,0,0,0,0,0,0,20230313,20230613
348@1,1,1,1,1,1,0,0,20230313,20230613
3481@1,1,1,1,1,1,0,0,20230313,20230613
A348@1,1,1,1,1,1,0,0,20230313,20230613
A48@2,0,0,0,0,0,1,0,20230313,20230613
A48@3,0,0,0,0,0,0,1,20230313,20230613
A48@5,0,0,0,0,0,0,0,20230313,20230613
349@1,1,1,1,1,1,0,0,20230313,20230613
349@2,0,0,0,0,0,1,0,20230313,20230613
349@3,0,0,0,0,0,0,1,20230313,20230613
349@5,0,0,0,0,0,0,0,20230313,20230613
3491@2,0,0,0,0,0,1,0,20230313,20230613
3491@3,0,0,0,0,0,0,1,20230313,20230613
3491@5,0,0,0,0,0,0,0,20230313,20230613
360@1,1,1,1,1,1,0,0,20230313,20230613
353@1,1,1,1,1,1,0,0,20230313,20230613
353@2,0,0,0,0,0,1,0,20230313,20230613
353@3,0,0,0,0,0,0,1,20230313,20230613
353@5,0,0,0,0,0,0,0,20230313,20230613
A360@2,0,0,0,0,0,1,0,20230313,20230613
A360@3,0,0,0,0,0,0,1,20230313,20230613
A360@5,0,0,0,0,0,0,0,20230313,20230613
361@1,1,1,1,1,1,0,0,20230313,20230613
361@2,0,0,0,0,0,1,0,20230313,20230613
361@3,0,0,0,0,0,0,1,20230313,20230613
361@5,0,0,0,0,0,0,0,20230313,20230613
375@1,1,1,1,1,1,0,0,20230313,20230613
375@2,0,0,0,0,0,1,0,20230313,20230613
375@3,0,0,0,0,0,0,1,20230313,20230613
375@5,0,0,0,0,0,0,0,20230313,20230613
376@1,1,1,1,1,1,0,0,20230313,20230613
A375@3,0,0,0,0,0,0,1,20230313,20230613
A375@5,0,0,0,0,0,0,0,20230313,20230613
3762@1,1,1,1,1,1,0,0,20230313,20230613
3762@2,0,0,0,0,0,1,0,20230313,20230613
3762@3,0,0,0,0,0,0,1,20230313,20230613
3762@5,0,0,0,0,0,0,0,20230313,20230613
3761@1,1,1,1,1,1,0,0,20230313,20230613
394@1,1,1,1,1,1,0,0,20230313,20230613
394@2,0,0,0,0,0,1,0,20230313,20230613
394@3,0,0,0,0,0,0,1,20230313,20230613
394@5,0,0,0,0,0,0,0,20230313,20230613
A94@1,1,1,1,1,1,0,0,20230313,20230613
A943@1,1,1,1,1,1,0,0,20230313,20230613
3942@1,1,1,1,1,1,0,0,20230313,20230613
3944@1,1,1,1,1,1,0,0,20230313,20230613
3943@1,1,1,1,1,1,0,0,20230313,20230613
3945@1,1,1,1,1,1,0,0,20230313,20230613
3941@2,0,0,0,0,0,1,0,20230313,20230613
3941@3,0,0,0,0,0,0,1,20230313,20230613
3941@5,0,0,0,0,0,0,0,20230313,20230613
3946@1,1,1,1,1,1,0,0,20230313,20230613
3946@2,0,0,0,0,0,1,0,20230313,20230613
3946@3,0,0,0,0,0,0,1,20230313,20230613
3946@5,0,0,0,0,0,0,0,20230313,20230613
3947@1,1,1,1,1,1,0,0,20230313,20230613
3947@2,0,0,0,0,0,1,0,20230313,20230613
395@1,1,1,1,1,1,0,0,20230313,20230613
3951@1,1,1,1,1,1,0,0,20230313,20230613
3952@1,1,1,1,1,1,0,0,20230313,20230613
3953@1,1,1,1,1,1,0,0,20230313,20230613
3954@1,1,1,1,1,1,0,0,20230313,20230613
397@1,1,1,1,1,1,0,0,20230313,20230613
397@2,0,0,0,0,0,1,0,20230313,20230613
397@3,0,0,0,0,0,0,1,20230313,20230613
397@5,0,0,0,0,0,0,0,20230313,20230613
3973@1,1,1,1,1,1,0,0,20230313,20230613
3971@3,0,0,0,0,0,0,1,20230313,20230613
3971@5,0,0,0,0,0,0,0,20230313,20230613
A321@3,0,0,0,0,0,0,1,20230313,20230613
A321@5,0,0,0,0,0,0,0,20230313,20230613
3974@1,1,1,1,1,1,0,0,20230313,20230613
3974@2,0,0,0,0,0,1,0,20230313,20230613
3972@1,1,1,1,1,1,0,0,20230313,20230613
R32@1,1,1,1,1,1,0,0,20230313,20230613
R321@1,1,1,1,1,1,0,0,20230313,20230613
R321@2,0,0,0,0,0,1,0,20230313,20230613
398@1,1,1,1,1,1,0,0,20230313,20230613
398@2,0,0,0,0,0,1,0,20230313,20230613
398@3,0,0,0,0,0,0,1,20230313,20230613
398@5,0,0,0,0,0,0,0,20230313,20230613
3981@1,1,1,1,1,1,0,0,20230313,20230613
M98@1,1,1,1,1,1,0,0,20230313,20230613
M98@2,0,0,0,0,0,1,0,20230313,20230613
M98@3,0,0,0,0,0,0,1,20230313,20230613
M98@5,0,0,0,0,0,0,0,20230313,20230613
R31@1,1,1,1,1,1,0,0,20230313,20230613
R31@2,0,0,0,0,0,1,0,20230313,20230613
A992@1,1,1,1,1,1,0,0,20230313,20230613
A993@1,1,1,1,1,1,0,0,20230313,20230613
A993@2,0,0,0,0,0,1,0,20230313,20230613
A99@1,1,1,1,1,1,0,0,20230313,20230613
A99@2,0,0,0,0,0,1,0,20230313,20230613
A99@3,0,0,0,0,0,0,1,20230313,20230613
A99@5,0,0,0,0,0,0,0,20230313,20230613
O398@2,0,0,0,0,0,1,0,20230313,20230613
O398@3,0,0,0,0,0,0,1,20230313,20230613
O398@5,0,0,0,0,0,0,0,20230313,20230613
A991@1,1,1,1,1,1,0,0,20230313,20230613
A991@2,0,0,0,0,0,1,0,20230313,20230613
A991@3,0,0,0,0,0,0,1,20230313,20230613
A991@5,0,0,0,0,0,0,0,20230313,20230613
3982@1,1,1,1,1,1,0,0,20230313,20230613
3985@1,1,1,1,1,1,0,0,20230313,20230613
3983@1,1,1,1,1,1,0,0,20230313,20230613
C98@1,1,1,1,1,1,0,0,20230313,20230613
3986@1,1,1,1,1,1,0,0,20230313,20230613
3984@1,1,1,1,1,1,0,0,20230313,20230613
3984@2,0,0,0,0,0,1,0,20230313,20230613
3984@3,0,0,0,0,0,0,1,20230313,20230613
3984@5,0,0,0,0,0,0,0,20230313,20230613
C981@1,1,1,1,1,1,0,0,20230313,20230613
A951@1,1,1,1,1,1,0,0,20230313,20230613
A98@1,1,1,1,1,1,0,0,20230313,20230613
A98@2,0,0,0,0,0,1,0,20230313,20230613
A98@3,0,0,0,0,0,0,1,20230313,20230613
A98@5,0,0,0,0,0,0,0,20230313,20230613
A96@1,1,1,1,1,1,0,0,20230313,20230613
A981@1,1,1,1,1,1,0,0,20230313,20230613
40.4@1,1,1,1,1,1,0,0,20230313,20230613
40.4@2,0,0,0,0,0,1,0,20230313,20230613
40.41@1,1,1,1,1,1,0,0,20230313,20230613
40.41@2,0,0,0,0,0,1,0,20230313,20230613
40.41@3,0,0,0,0,0,0,1,20230313,20230613
40.41@5,0,0,0,0,0,0,0,20230313,20230613
429@1,1,1,1,1,1,0,0,20230313,20230613
429@2,0,0,0,0,0,1,0,20230313,20230613
429@3,0,0,0,0,0,0,1,20230313,20230613
429@5,0,0,0,0,0,0,0,20230313,20230613
4291@1,1,1,1,1,1,0,0,20230313,20230613
4292@1,1,1,1,1,1,0,0,20230313,20230613
4292@2,0,0,0,0,0,1,0,20230313,20230613
4292@3,0,0,0,0,0,0,1,20230313,20230613
4292@5,0,0,0,0,0,0,0,20230313,20230613
4321@1,1,1,1,1,1,0,0,20230313,20230613
4321@2,0,0,0,0,0,1,0,20230313,20230613
4321@3,0,0,0,0,0,0,1,20230313,20230613
4321@5,0,0,0,0,0,0,0,20230313,20230613
433@1,1,1,1,1,1,0,0,20230313,20230613
433@2,0,0,0,0,0,1,0,20230313,20230613
433@3,0,0,0,0,0,0,1,20230313,20230613
433@5,0,0,0,0,0,0,0,20230313,20230613
4332@2,0,0,0,0,0,1,0,20230313,20230613
4332@3,0,0,0,0,0,0,1,20230313,20230613
4332@5,0,0,0,0,0,0,0,20230313,20230613
470@1,1,1,1,1,1,0,0,20230313,20230613
470@2,0,0,0,0,0,1,0,20230313,20230613
470@3,0,0,0,0,0,0,1,20230313,20230613
470@5,0,0,0,0,0,0,0,20230313,20230613
671@1,1,1,1,1,1,0,0,20230313,20230613
671@2,0,0,0,0,0,1,0,20230313,20230613
436@1,1,1,1,1,1,0,0,20230313,20230613
436@2,0,0,0,0,0,1,0,20230313,20230613
436@3,0,0,0,0,0,0,1,20230313,20230613
436@5,0,0,0,0,0,0,0,20230313,20230613
438@1,1,1,1,1,1,0,0,20230313,20230613
4382@1,1,1,1,1,1,0,0,20230313,20230613
4382@2,0,0,0,0,0,1,0,20230313,20230613
4382@3,0,0,0,0,0,0,1,20230313,20230613
4382@5,0,0,0,0,0,0,0,20230313,20230613
439@1,1,1,1,1,1,0,0,20230313,20230613
439@2,0,0,0,0,0,1,0,20230313,20230613
441@1,1,1,1,1,1,0,0,20230313,20230613
441@2,0,0,0,0,0,1,0,20230313,20230613
441@3,0,0,0,0,0,0,1,20230313,20230613
441@5,0,0,0,0,0,0,0,20230313,20230613
4411@1,1,1,1,1,1,0,0,20230313,20230613
T8@1,1,1,1,1,1,0,0,20230313,20230613
T8@2,0,0,0,0,0,1,0,20230313,20230613
T8@3,0,0,0,0,0,0,1,20230313,20230613
T8@5,0,0,0,0,0,0,0,20230313,20230613
473@1,1,1,1,1,1,0,0,20230313,20230613
473@2,0,0,0,0,0,1,0,20230313,20230613
473@3,0,0,0,0,0,0,1,20230313,20230613
473@5,0,0,0,0,0,0,0,20230313,20230613
476@1,1,1,1,1,1,0,0,20230313,20230613
476@2,0,0,0,0,0,1,0,20230313,20230613
M76@1,1,1,1,1,1,0,0,20230313,20230613
M76@2,0,0,0,0,0,1,0,20230313,20230613
M76@3,0,0,0,0,0,0,1,20230313,20230613
M76@5,0,0,0,0,0,0,0,20230313,20230613
490@1,1,1,1,1,1,0,0,20230313,20230613
493@2,0,0,0,0,0,1,0,20230313,20230613
4931@1,1,1,1,1,1,0,0,20230313,20230613
4932@1,1,1,1,1,1,0,0,20230313,20230613
4906@1,1,1,1,1,1,0,0,20230313,20230613
R41@1,1,1,1,1,1,0,0,20230313,20230613
R411@1,1,1,1,1,1,0,0,20230313,20230613
A97@1,1,1,1,1,1,0,0,20230313,20230613
A97@2,0,0,0,0,0,1,0,20230313,20230613
A97@3,0,0,0,0,0,0,1,20230313,20230613
A97@5,0,0,0,0,0,0,0,20230313,20230613
4911@1,1,1,1,1,1,0,0,20230313,20230613
A972@1,1,1,1,1,1,0,0,20230313,20230613
A973@1,1,1,1,1,1,0,0,20230313,20230613
A974@1,1,1,1,1,1,0,0,20230313,20230613
A974@2,0,0,0,0,0,1,0,20230313,20230613
A974@3,0,0,0,0,0,0,1,20230313,20230613
A974@5,0,0,0,0,0,0,0,20230313,20230613
494@1,1,1,1,1,1,0,0,20230313,20230613
494@2,0,0,0,0,0,1,0,20230313,20230613
O491@2,0,0,0,0,0,1,0,20230313,20230613
O491@3,0,0,0,0,0,0,1,20230313,20230613
O491@5,0,0,0,0,0,0,0,20230313,20230613
491@1,1,1,1,1,1,0,0,20230313,20230613
491@2,0,0,0,0,0,1,0,20230313,20230613
491@3,0,0,0,0,0,0,1,20230313,20230613
491@5,0,0,0,0,0,0,0,20230313,20230613
496@1,1,1,1,1,1,0,0,20230313,20230613
A971@1,1,1,1,1,1,0,0,20230313,20230613
492@1,1,1,1,1,1,0,0,20230313,20230613
492@2,0,0,0,0,0,1,0,20230313,20230613
4921@1,1,1,1,1,1,0,0,20230313,20230613
4923@2,0,0,0,0,0,1,0,20230313,20230613
4923@3,0,0,0,0,0,0,1,20230313,20230613
4923@5,0,0,0,0,0,0,0,20230313,20230613
4941@1,1,1,1,1,1,0,0,20230313,20230613
4942@1,1,1,1,1,1,0,0,20230313,20230613
4943@1,1,1,1,1,1,0,0,20230313,20230613
4944@1,1,1,1,1,1,0,0,20230313,20230613
4944@2,0,0,0,0,0,1,0,20230313,20230613
4944@3,0,0,0,0,0,0,1,20230313,20230613
4944@5,0,0,0,0,0,0,0,20230313,20230613
495@1,1,1,1,1,1,0,0,20230313,20230613
4951@1,1,1,1,1,1,0,0,20230313,20230613
4951@2,0,0,0,0,0,1,0,20230313,20230613
4951@3,0,0,0,0,0,0,1,20230313,20230613
4951@5,0,0,0,0,0,0,0,20230313,20230613
4952@1,1,1,1,1,1,0,0,20230313,20230613
4961@1,1,1,1,1,1,0,0,20230313,20230613
497@1,1,1,1,1,1,0,0,20230313,20230613
497@2,0,0,0,0,0,1,0,20230313,20230613
4971@1,1,1,1,1,1,0,0,20230313,20230613
4971@2,0,0,0,0,0,1,0,20230313,20230613
4972@1,1,1,1,1,1,0,0,20230313,20230613
50.1@1,1,1,1,1,1,0,0,20230313,20230613
50.1@2,0,0,0,0,0,1,0,20230313,20230613
50.1@3,0,0,0,0,0,0,1,20230313,20230613
50.1@5,0,0,0,0,0,0,0,20230313,20230613
50.2@1,1,1,1,1,1,0,0,20230313,20230613
50.2@2,0,0,0,0,0,1,0,20230313,20230613
50.3@1,1,1,1,1,1,0,0,20230313,20230613
50.31@1,1,1,1,1,1,0,0,20230313,20230613
50.61@1,1,1,1,1,1,0,0,20230313,20230613
50.61@2,0,0,0,0,0,1,0,20230313,20230613
510@1,1,1,1,1,1,0,0,20230313,20230613
510@2,0,0,0,0,0,1,0,20230313,20230613
5203@1,1,1,1,1,1,0,0,20230313,20230613
5203@2,0,0,0,0,0,1,0,20230313,20230613
5203@3,0,0,0,0,0,0,1,20230313,20230613
5203@5,0,0,0,0,0,0,0,20230313,20230613
525@1,1,1,1,1,1,0,0,20230313,20230613
525@2,0,0,0,0,0,1,0,20230313,20230613
525@3,0,0,0,0,0,0,1,20230313,20230613
525@5,0,0,0,0,0,0,0,20230313,20230613
T7@1,1,1,1,1,1,0,0,20230313,20230613
T7@2,0,0,0,0,0,1,0,20230313,20230613
T7@3,0,0,0,0,0,0,1,20230313,20230613
T7@5,0,0,0,0,0,0,0,20230313,20230613
2576@2,0,0,0,0,0,1,0,20230313,20230613
2576@3,0,0,0,0,0,0,1,20230313,20230613
2576@5,0,0,0,0,0,0,0,20230313,20230613
60.1@1,1,1,1,1,1,0,0,20230313,20230613
60.1@2,0,0,0,0,0,1,0,20230313,20230613
60.1@3,0,0,0,0,0,0,1,20230313,20230613
60.1@5,0,0,0,0,0,0,0,20230313,20230613
60.4@1,1,1,1,1,1,0,0,20230313,20230613
60.4@2,0,0,0,0,0,1,0,20230313,20230613
60.4@3,0,0,0,0,0,0,1,20230313,20230613
60.4@5,0,0,0,0,0,0,0,20230313,20230613
60.5@1,1,1,1,1,1,0,0,20230313,20230613
60.5@2,0,0,0,0,0,1,0,20230313,20230613
60.5@3,0,0,0,0,0,0,1,20230313,20230613
60.5@5,0,0,0,0,0,0,0,20230313,20230613
605@1,1,1,1,1,1,0,0,20230313,20230613
605@2,0,0,0,0,0,1,0,20230313,20230613
605@3,0,0,0,0,0,0,1,20230313,20230613
605@5,0,0,0,0,0,0,0,20230313,20230613
608@1,1,1,1,1,1,0,0,20230313,20230613
608@2,0,0,0,0,0,1,0,20230313,20230613
608@3,0,0,0,0,0,0,1,20230313,20230613
608@5,0,0,0,0,0,0,0,20230313,20230613
610@1,1,1,1,1,1,0,0,20230313,20230613
6101@1,1,1,1,1,1,0,0,20230313,20230613
6101@2,0,0,0,0,0,1,0,20230313,20230613
6102@1,1,1,1,1,1,0,0,20230313,20230613
6102@2,0,0,0,0,0,1,0,20230313,20230613
6102@3,0,0,0,0,0,0,1,20230313,20230613
6102@5,0,0,0,0,0,0,0,20230313,20230613
611@1,1,1,1,1,1,0,0,20230313,20230613
TR61@1,1,1,1,1,1,0,0,20230313,20230613
TR61@2,0,0,0,0,0,1,0,20230313,20230613
613@1,1,1,1,1,1,0,0,20230313,20230613
613@2,0,0,0,0,0,1,0,20230313,20230613
D13@1,1,1,1,1,1,0,0,20230313,20230613
A135@1,1,1,1,1,1,0,0,20230313,20230613
6135@1,1,1,1,1,1,0,0,20230313,20230613
6135@2,0,0,0,0,0,1,0,20230313,20230613
6135@3,0,0,0,0,0,0,1,20230313,20230613
6135@5,0,0,0,0,0,0,0,20230313,20230613
614@1,1,1,1,1,1,0,0,20230313,20230613
615@1,1,1,1,1,1,0,0,20230313,20230613
615@2,0,0,0,0,0,1,0,20230313,20230613
6171@1,1,1,1,1,1,0,0,20230313,20230613
6171@2,0,0,0,0,0,1,0,20230313,20230613
6172@1,1,1,1,1,1,0,0,20230313,20230613
6172@2,0,0,0,0,0,1,0,20230313,20230613
620@1,1,1,1,1,1,0,0,20230313,20230613
620@2,0,0,0,0,0,1,0,20230313,20230613
620@3,0,0,0,0,0,0,1,20230313,20230613
620@5,0,0,0,0,0,0,0,20230313,20230613
6201@1,1,1,1,1,1,0,0,20230313,20230613
T13@1,1,1,1,1,1,0,0,20230313,20230613
T13@2,0,0,0,0,0,1,0,20230313,20230613
5202@1,1,1,1,1,1,0,0,20230313,20230613
520@1,1,1,1,1,1,0,0,20230313,20230613
520@2,0,0,0,0,0,1,0,20230313,20230613
520@3,0,0,0,0,0,0,1,20230313,20230613
520@5,0,0,0,0,0,0,0,20230313,20230613
6204@1,1,1,1,1,1,0,0,20230313,20230613
6204@2,0,0,0,0,0,1,0,20230313,20230613
621@1,1,1,1,1,1,0,0,20230313,20230613
621@2,0,0,0,0,0,1,0,20230313,20230613
621@3,0,0,0,0,0,0,1,20230313,20230613
621@5,0,0,0,0,0,0,0,20230313,20230613
821@1,1,1,1,1,1,0,0,20230313,20230613
821@2,0,0,0,0,0,1,0,20230313,20230613
A21@1,1,1,1,1,1,0,0,20230313,20230613
721@1,1,1,1,1,1,0,0,20230313,20230613
721@2,0,0,0,0,0,1,0,20230313,20230613
D70@1,1,1,1,1,1,0,0,20230313,20230613
D72@1,1,1,1,1,1,0,0,20230313,20230613
D73@1,1,1,1,1,1,0,0,20230313,20230613
D73@2,0,0,0,0,0,1,0,20230313,20230613
D731@1,1,1,1,1,1,0,0,20230313,20230613
SD72@1,1,1,1,1,1,0,0,20230313,20230613
624@1,1,1,1,1,1,0,0,20230313,20230613
624@2,0,0,0,0,0,1,0,20230313,20230613
624@3,0,0,0,0,0,0,1,20230313,20230613
624@5,0,0,0,0,0,0,0,20230313,20230613
A24@1,1,1,1,1,1,0,0,20230313,20230613
B25@1,1,1,1,1,1,0,0,20230313,20230613
B25@2,0,0,0,0,0,1,0,20230313,20230613
B25@3,0,0,0,0,0,0,1,20230313,20230613
B25@5,0,0,0,0,0,0,0,20230313,20230613
B251@1,1,1,1,1,1,0,0,20230313,20230613
B252@1,1,1,1,1,1,0,0,20230313,20230613
A25@1,1,1,1,1,1,0,0,20230313,20230613
627@1,1,1,1,1,1,0,0,20230313,20230613
627@2,0,0,0,0,0,1,0,20230313,20230613
627@3,0,0,0,0,0,0,1,20230313,20230613
627@5,0,0,0,0,0,0,0,20230313,20230613
A27@1,1,1,1,1,1,0,0,20230313,20230613
A27@3,0,0,0,0,0,0,1,20230313,20230613
A27@5,0,0,0,0,0,0,0,20230313,20230613
727@1,1,1,1,1,1,0,0,20230313,20230613
727@2,0,0,0,0,0,1,0,20230313,20230613
7271@1,1,1,1,1,1,0,0,20230313,20230613
827@1,1,1,1,1,1,0,0,20230313,20230613
827@2,0,0,0,0,0,1,0,20230313,20230613
6276@1,1,1,1,1,1,0,0,20230313,20230613
6276@2,0,0,0,0,0,1,0,20230313,20230613
6276@3,0,0,0,0,0,0,1,20230313,20230613
6276@5,0,0,0,0,0,0,0,20230313,20230613
O627@2,0,0,0,0,0,1,0,20230313,20230613
O627@3,0,0,0,0,0,0,1,20230313,20230613
O627@5,0,0,0,0,0,0,0,20230313,20230613
631@1,1,1,1,1,1,0,0,20230313,20230613
631@2,0,0,0,0,0,1,0,20230313,20230613
631@3,0,0,0,0,0,0,1,20230313,20230613
631@5,0,0,0,0,0,0,0,20230313,20230613
831@1,1,1,1,1,1,0,0,20230313,20230613
831@2,0,0,0,0,0,1,0,20230313,20230613
6311@1,1,1,1,1,1,0,0,20230313,20230613
731@1,1,1,1,1,1,0,0,20230313,20230613
731@2,0,0,0,0,0,1,0,20230313,20230613
7311@1,1,1,1,1,1,0,0,20230313,20230613
7315@1,1,1,1,1,1,0,0,20230313,20230613
A31@1,1,1,1,1,1,0,0,20230313,20230613
SD73@1,1,1,1,1,1,0,0,20230313,20230613
M21@1,1,1,1,1,1,0,0,20230313,20230613
M21@2,0,0,0,0,0,1,0,20230313,20230613
M21@3,0,0,0,0,0,0,1,20230313,20230613
M21@5,0,0,0,0,0,0,0,20230313,20230613
M31@1,1,1,1,1,1,0,0,20230313,20230613
M31@2,0,0,0,0,0,1,0,20230313,20230613
M31@3,0,0,0,0,0,0,1,20230313,20230613
M31@5,0,0,0,0,0,0,0,20230313,20230613
7312@3,0,0,0,0,0,0,1,20230313,20230613
7312@5,0,0,0,0,0,0,0,20230313,20230613
632@1,1,1,1,1,1,0,0,20230313,20230613
632@2,0,0,0,0,0,1,0,20230313,20230613
632@3,0,0,0,0,0,0,1,20230313,20230613
632@5,0,0,0,0,0,0,0,20230313,20230613
6321@1,1,1,1,1,1,0,0,20230313,20230613
633@1,1,1,1,1,1,0,0,20230313,20230613
6331@1,1,1,1,1,1,0,0,20230313,20230613
A33@1,1,1,1,1,1,0,0,20230313,20230613
6333@2,0,0,0,0,0,1,0,20230313,20230613
6333@3,0,0,0,0,0,0,1,20230313,20230613
6333@5,0,0,0,0,0,0,0,20230313,20230613
6612@1,1,1,1,1,1,0,0,20230313,20230613
6612@2,0,0,0,0,0,1,0,20230313,20230613
637@1,1,1,1,1,1,0,0,20230313,20230613
637@2,0,0,0,0,0,1,0,20230313,20230613
637@3,0,0,0,0,0,0,1,20230313,20230613
637@5,0,0,0,0,0,0,0,20230313,20230613
6371@1,1,1,1,1,1,0,0,20230313,20230613
6372@1,1,1,1,1,1,0,0,20230313,20230613
6372@2,0,0,0,0,0,1,0,20230313,20230613
6372@3,0,0,0,0,0,0,1,20230313,20230613
6372@5,0,0,0,0,0,0,0,20230313,20230613
650@1,1,1,1,1,1,0,0,20230313,20230613
650@2,0,0,0,0,0,1,0,20230313,20230613
650@3,0,0,0,0,0,0,1,20230313,20230613
650@5,0,0,0,0,0,0,0,20230313,20230613
652@1,1,1,1,1,1,0,0,20230313,20230613
652@2,0,0,0,0,0,1,0,20230313,20230613
652@3,0,0,0,0,0,0,1,20230313,20230613
652@5,0,0,0,0,0,0,0,20230313,20230613
617@1,1,1,1,1,1,0,0,20230313,20230613
617@2,0,0,0,0,0,1,0,20230313,20230613
M52@1,1,1,1,1,1,0,0,20230313,20230613
M52@2,0,0,0,0,0,1,0,20230313,20230613
M52@3,0,0,0,0,0,0,1,20230313,20230613
M52@5,0,0,0,0,0,0,0,20230313,20230613
653@1,1,1,1,1,1,0,0,20230313,20230613
653@2,0,0,0,0,0,1,0,20230313,20230613
A53@1,1,1,1,1,1,0,0,20230313,20230613
6531@1,1,1,1,1,1,0,0,20230313,20230613
6531@2,0,0,0,0,0,1,0,20230313,20230613
6531@3,0,0,0,0,0,0,1,20230313,20230613
6531@5,0,0,0,0,0,0,0,20230313,20230613
654@1,1,1,1,1,1,0,0,20230313,20230613
654@2,0,0,0,0,0,1,0,20230313,20230613
654@3,0,0,0,0,0,0,1,20230313,20230613
654@5,0,0,0,0,0,0,0,20230313,20230613
656@1,1,1,1,1,1,0,0,20230313,20230613
656@2,0,0,0,0,0,1,0,20230313,20230613
656@3,0,0,0,0,0,0,1,20230313,20230613
656@5,0,0,0,0,0,0,0,20230313,20230613
B51@1,1,1,1,1,1,0,0,20230313,20230613
B51@2,0,0,0,0,0,1,0,20230313,20230613
B51@3,0,0,0,0,0,0,1,20230313,20230613
B51@5,0,0,0,0,0,0,0,20230313,20230613
B511@1,1,1,1,1,1,0,0,20230313,20230613
6562@1,1,1,1,1,1,0,0,20230313,20230613
659@1,1,1,1,1,1,0,0,20230313,20230613
659@2,0,0,0,0,0,1,0,20230313,20230613
659@3,0,0,0,0,0,0,1,20230313,20230613
659@5,0,0,0,0,0,0,0,20230313,20230613
A62@1,1,1,1,1,1,0,0,20230313,20230613
A62@2,0,0,0,0,0,1,0,20230313,20230613
A62@3,0,0,0,0,0,0,1,20230313,20230613
A62@5,0,0,0,0,0,0,0,20230313,20230613
A621@1,1,1,1,1,1,0,0,20230313,20230613
