route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,trip_time
2631,2631@3,2631-1@3#2209,,,0,,2631-1,2,32
2631,2631@5,2631-1@5#643,,,0,,2631-1,2,32
2631,2631@5,2631-1@5#905,,,0,,2631-1,2,32
2631,2631@5,2631-1@5#1127,,,0,,2631-1,2,32
2631,2631@5,2631-1@5#1339,,,0,,2631-1,2,32
2631,2631@5,2631-1@5#1555,,,0,,2631-1,2,32
2631,2631@5,2631-1@5#1810,,,0,,2631-1,2,32
2631,2631@5,2631-1@5#2006,,,0,,2631-1,2,32
2631,2631@5,2631-1@5#2209,,,0,,2631-1,2,32
2631,2631@1,2631-2@1#723,,,1,,2631-2,2,28
2631,2631@1,2631-2@1#837,,,1,,2631-2,2,28
2631,2631@1,2631-2@1#949,,,1,,2631-2,2,28
2631,2631@1,2631-2@1#1101,,,1,,2631-2,2,28
2631,2631@1,2631-2@1#1213,,,1,,2631-2,1,28
2631,2631@1,2631-2@1#1325,,,1,,2631-2,1,28
2631,2631@1,2631-2@1#1437,,,1,,2631-2,2,28
2631,2631@1,2631-2@1#1549,,,1,,2631-2,1,28
2631,2631@1,2631-2@1#1701,,,1,,2631-2,2,28
2631,2631@1,2631-2@1#1813,,,1,,2631-2,2,28
2631,2631@1,2631-2@1#1938,,,1,,2631-2,1,28
2631,2631@1,2631-2@1#2213,,,1,,2631-2,1,28
2631,2631@2,2631-2@2#725,,,1,,2631-2,1,28
2631,2631@2,2631-2@2#835,,,1,,2631-2,1,28
2631,2631@2,2631-2@2#950,,,1,,2631-2,2,28
2631,2631@2,2631-2@2#1105,,,1,,2631-2,2,28
2631,2631@2,2631-2@2#1220,,,1,,2631-2,2,28
2631,2631@2,2631-2@2#1335,,,1,,2631-2,2,28
2631,2631@2,2631-2@2#1450,,,1,,2631-2,2,28
2631,2631@2,2631-2@2#1605,,,1,,2631-2,2,28
2631,2631@2,2631-2@2#1720,,,1,,2631-2,2,28
2631,2631@2,2631-2@2#1835,,,1,,2631-2,2,28
2631,2631@2,2631-2@2#1935,,,1,,2631-2,2,28
2631,2631@2,2631-2@2#2035,,,1,,2631-2,2,28
2631,2631@3,2631-2@3#716,,,1,,2631-2,2,27
2631,2631@3,2631-2@3#938,,,1,,2631-2,2,27
2631,2631@3,2631-2@3#1200,,,1,,2631-2,2,27
2631,2631@3,2631-2@3#1412,,,1,,2631-2,2,27
2631,2631@3,2631-2@3#1628,,,1,,2631-2,2,27
2631,2631@3,2631-2@3#1843,,,1,,2631-2,2,27
2631,2631@3,2631-2@3#2036,,,1,,2631-2,2,27
2631,2631@3,2631-2@3#2239,,,1,,2631-2,2,27
2631,2631@5,2631-2@5#716,,,1,,2631-2,2,27
2631,2631@5,2631-2@5#938,,,1,,2631-2,2,27
2631,2631@5,2631-2@5#1200,,,1,,2631-2,2,27
2631,2631@5,2631-2@5#1412,,,1,,2631-2,2,27
2631,2631@5,2631-2@5#1628,,,1,,2631-2,2,27
2631,2631@5,2631-2@5#1843,,,1,,2631-2,2,27
2631,2631@5,2631-2@5#2036,,,1,,2631-2,2,27
2631,2631@5,2631-2@5#2239,,,1,,2631-2,2,27
263,263@1,263-2@1#605,,,1,,263-2,1,35
263,263@1,263-2@1#623,,,1,,263-2,1,35
263,263@1,263-2@1#637,,,1,,263-2,1,35
263,263@1,263-2@1#649,,,1,,263-2,2,35
263,263@1,263-2@1#701,,,1,,263-2,2,35
263,263@1,263-2@1#713,,,1,,263-2,1,35
263,263@1,263-2@1#733,,,1,,263-2,1,35
263,263@1,263-2@1#753,,,1,,263-2,1,35
263,263@1,263-2@1#803,,,1,,263-2,2,35
263,263@1,263-2@1#813,,,1,,263-2,2,35
263,263@1,263-2@1#825,,,1,,263-2,1,35
263,263@1,263-2@1#849,,,1,,263-2,1,35
263,263@1,263-2@1#901,,,1,,263-2,1,35
263,263@1,263-2@1#913,,,1,,263-2,2,35
263,263@1,263-2@1#925,,,1,,263-2,2,35
263,263@1,263-2@1#937,,,1,,263-2,1,35
263,263@1,263-2@1#1001,,,1,,263-2,1,35
263,263@1,263-2@1#1013,,,1,,263-2,1,35
263,263@1,263-2@1#1025,,,1,,263-2,2,35
263,263@1,263-2@1#1037,,,1,,263-2,2,35
263,263@1,263-2@1#1049,,,1,,263-2,2,35
263,263@1,263-2@1#1113,,,1,,263-2,2,35
263,263@1,263-2@1#1125,,,1,,263-2,2,35
263,263@1,263-2@1#1137,,,1,,263-2,2,35
263,263@1,263-2@1#1149,,,1,,263-2,1,35
263,263@1,263-2@1#1201,,,1,,263-2,2,35
263,263@1,263-2@1#1225,,,1,,263-2,1,35
263,263@1,263-2@1#1237,,,1,,263-2,2,35
263,263@1,263-2@1#1249,,,1,,263-2,2,35
263,263@1,263-2@1#1301,,,1,,263-2,1,35
263,263@1,263-2@1#1313,,,1,,263-2,2,35
263,263@1,263-2@1#1337,,,1,,263-2,1,35
263,263@1,263-2@1#1349,,,1,,263-2,2,35
263,263@1,263-2@1#1401,,,1,,263-2,2,35
263,263@1,263-2@1#1413,,,1,,263-2,1,35
263,263@1,263-2@1#1425,,,1,,263-2,2,35
263,263@1,263-2@1#1449,,,1,,263-2,2,35
263,263@1,263-2@1#1501,,,1,,263-2,1,35
263,263@1,263-2@1#1513,,,1,,263-2,2,35
263,263@1,263-2@1#1525,,,1,,263-2,1,35
263,263@1,263-2@1#1537,,,1,,263-2,2,35
263,263@1,263-2@1#1601,,,1,,263-2,2,35
263,263@1,263-2@1#1613,,,1,,263-2,1,35
263,263@1,263-2@1#1625,,,1,,263-2,2,35
263,263@1,263-2@1#1637,,,1,,263-2,2,35
263,263@1,263-2@1#1649,,,1,,263-2,2,35
263,263@1,263-2@1#1713,,,1,,263-2,1,35
263,263@1,263-2@1#1725,,,1,,263-2,1,35
263,263@1,263-2@1#1737,,,1,,263-2,1,35
263,263@1,263-2@1#1749,,,1,,263-2,2,35
263,263@1,263-2@1#1801,,,1,,263-2,2,35
263,263@1,263-2@1#1825,,,1,,263-2,1,35
263,263@1,263-2@1#1837,,,1,,263-2,1,35
263,263@1,263-2@1#1849,,,1,,263-2,1,35
263,263@1,263-2@1#1901,,,1,,263-2,2,35
263,263@1,263-2@1#1913,,,1,,263-2,2,35
263,263@1,263-2@1#2003,,,1,,263-2,1,35
263,263@1,263-2@1#2033,,,1,,263-2,2,35
263,263@1,263-2@1#2103,,,1,,263-2,1,35
263,263@1,263-2@1#2153,,,1,,263-2,2,35
263,263@1,263-2@1#2243,,,1,,263-2,2,35
A265,A265@1,A265-1@1#610,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#655,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#740,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#825,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#910,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#955,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#1040,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#1125,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#1210,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#1255,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#1340,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#1425,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#1510,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#1555,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#1640,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#1725,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#1810,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#1855,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#1940,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#2025,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#2110,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#2155,,,0,,A265-1,1,45
A265,A265@1,A265-1@1#2240,,,0,,A265-1,1,45
2632,2632@1,2632-2@1#2,,,1,,2632-2,2,30
2632,2632@1,2632-2@1#2147,,,1,,2632-2,2,30
2632,2632@1,2632-2@1#2210,,,1,,2632-2,2,30
2632,2632@1,2632-2@1#2226,,,1,,2632-2,2,30
2632,2632@1,2632-2@1#2305,,,1,,2632-2,2,30
2632,2632@1,2632-2@1#2330,,,1,,2632-2,1,30
2632,2632@2,2632-2@2#600,,,1,,2632-2,1,30
2632,2632@2,2632-2@2#625,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#710,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#735,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#825,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#850,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#940,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#1005,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#1055,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#1120,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#1210,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#1235,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#1325,,,1,,2632-2,1,30
2632,2632@2,2632-2@2#1350,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#1440,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#1505,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#1555,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#1620,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#1710,,,1,,2632-2,1,30
2632,2632@2,2632-2@2#1735,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#1830,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#1930,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#2030,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#2100,,,1,,2632-2,2,30
2632,2632@2,2632-2@2#2208,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#610,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#716,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#749,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#832,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#948,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#1021,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#1054,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#1200,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#1233,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#1306,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#1412,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#1445,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#1520,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#1626,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#1702,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#1735,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#1845,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#1920,,,1,,2632-2,2,30
2632,2632@3,2632-2@3#2109,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#610,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#716,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#749,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#832,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#948,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#1021,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#1054,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#1200,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#1233,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#1306,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#1412,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#1445,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#1520,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#1626,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#1702,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#1735,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#1845,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#1920,,,1,,2632-2,2,30
2632,2632@5,2632-2@5#2109,,,1,,2632-2,2,30
2633,2633@1,2633-1@1#600,,,0,,2633-1,2,38
2633,2633@1,2633-1@1#640,,,0,,2633-1,2,38
2633,2633@1,2633-1@1#720,,,0,,2633-1,2,38
2633,2633@1,2633-1@1#800,,,0,,2633-1,2,53
2633,2633@1,2633-1@1#900,,,0,,2633-1,2,53
2633,2633@1,2633-1@1#1040,,,0,,2633-1,2,53
2633,2633@1,2633-1@1#1200,,,0,,2633-1,2,53
2633,2633@1,2633-1@1#1310,,,0,,2633-1,2,53
2633,2633@1,2633-1@1#1420,,,0,,2633-1,2,53
2633,2633@1,2633-1@1#1530,,,0,,2633-1,2,53
2633,2633@1,2633-1@1#1630,,,0,,2633-1,2,53
2633,2633@1,2633-1@1#1740,,,0,,2633-1,2,38
2633,2633@1,2633-1@1#1840,,,0,,2633-1,2,38
264,264@1,264-1@1#630,,,0,,264-1,1,45
264,264@1,264-1@1#800,,,0,,264-1,1,45
264,264@1,264-1@1#930,,,0,,264-1,1,45
264,264@1,264-1@1#1100,,,0,,264-1,1,45
264,264@1,264-1@1#1230,,,0,,264-1,1,45
264,264@1,264-1@1#1400,,,0,,264-1,1,45
264,264@1,264-1@1#1530,,,0,,264-1,1,45
264,264@1,264-1@1#1700,,,0,,264-1,1,45
264,264@1,264-1@1#1830,,,0,,264-1,1,45
264,264@1,264-1@1#2000,,,0,,264-1,1,45
264,264@2,264-1@2#550,,,0,,264-1,1,35
264,264@2,264-1@2#630,,,0,,264-1,1,40
264,264@2,264-1@2#710,,,0,,264-1,1,40
264,264@2,264-1@2#750,,,0,,264-1,1,40
264,264@2,264-1@2#830,,,0,,264-1,1,40
264,264@2,264-1@2#910,,,0,,264-1,1,40
264,264@2,264-1@2#950,,,0,,264-1,1,40
264,264@2,264-1@2#1030,,,0,,264-1,1,40
264,264@2,264-1@2#1110,,,0,,264-1,1,40
264,264@2,264-1@2#1150,,,0,,264-1,1,40
264,264@2,264-1@2#1230,,,0,,264-1,1,40
264,264@2,264-1@2#1310,,,0,,264-1,1,40
264,264@2,264-1@2#1350,,,0,,264-1,1,40
264,264@2,264-1@2#1430,,,0,,264-1,1,40
264,264@2,264-1@2#1510,,,0,,264-1,1,40
264,264@2,264-1@2#1550,,,0,,264-1,1,40
264,264@2,264-1@2#1630,,,0,,264-1,1,40
264,264@2,264-1@2#1710,,,0,,264-1,1,40
264,264@2,264-1@2#1750,,,0,,264-1,1,40
264,264@2,264-1@2#1830,,,0,,264-1,1,40
264,264@2,264-1@2#1910,,,0,,264-1,1,40
264,264@2,264-1@2#1950,,,0,,264-1,1,40
264,264@2,264-1@2#2030,,,0,,264-1,1,35
264,264@2,264-1@2#2115,,,0,,264-1,1,35
264,264@2,264-1@2#2200,,,0,,264-1,1,35
264,264@2,264-1@2#2254,,,0,,264-1,1,35
264,264@3,264-1@3#600,,,0,,264-1,1,38
264,264@3,264-1@3#650,,,0,,264-1,1,38
264,264@3,264-1@3#740,,,0,,264-1,1,38
264,264@3,264-1@3#830,,,0,,264-1,1,38
264,264@3,264-1@3#920,,,0,,264-1,1,38
264,264@3,264-1@3#1010,,,0,,264-1,1,38
264,264@3,264-1@3#1100,,,0,,264-1,1,38
264,264@3,264-1@3#1150,,,0,,264-1,1,38
264,264@3,264-1@3#1240,,,0,,264-1,1,38
264,264@3,264-1@3#1330,,,0,,264-1,1,38
264,264@3,264-1@3#1420,,,0,,264-1,1,38
264,264@3,264-1@3#1510,,,0,,264-1,1,38
264,264@3,264-1@3#1600,,,0,,264-1,1,38
264,264@3,264-1@3#1650,,,0,,264-1,1,38
264,264@3,264-1@3#1740,,,0,,264-1,1,38
264,264@3,264-1@3#1830,,,0,,264-1,1,38
264,264@3,264-1@3#1920,,,0,,264-1,1,38
264,264@3,264-1@3#2010,,,0,,264-1,1,38
264,264@3,264-1@3#2110,,,0,,264-1,1,38
264,264@3,264-1@3#2210,,,0,,264-1,1,38
264,264@3,264-1@3#2310,,,0,,264-1,1,38
264,264@5,264-1@5#600,,,0,,264-1,1,38
264,264@5,264-1@5#650,,,0,,264-1,1,38
264,264@5,264-1@5#740,,,0,,264-1,1,38
264,264@5,264-1@5#830,,,0,,264-1,1,38
264,264@5,264-1@5#920,,,0,,264-1,1,38
264,264@5,264-1@5#1010,,,0,,264-1,1,38
264,264@5,264-1@5#1100,,,0,,264-1,1,38
264,264@5,264-1@5#1150,,,0,,264-1,1,38
264,264@5,264-1@5#1240,,,0,,264-1,1,38
264,264@5,264-1@5#1330,,,0,,264-1,1,38
264,264@5,264-1@5#1420,,,0,,264-1,1,38
264,264@5,264-1@5#1510,,,0,,264-1,1,38
264,264@5,264-1@5#1600,,,0,,264-1,1,38
264,264@5,264-1@5#1650,,,0,,264-1,1,38
264,264@5,264-1@5#1740,,,0,,264-1,1,38
264,264@5,264-1@5#1830,,,0,,264-1,1,38
264,264@5,264-1@5#1920,,,0,,264-1,1,38
264,264@5,264-1@5#2010,,,0,,264-1,1,38
264,264@5,264-1@5#2110,,,0,,264-1,1,38
264,264@5,264-1@5#2210,,,0,,264-1,1,38
264,264@5,264-1@5#2310,,,0,,264-1,1,38
264,264@1,264-2@1#715,,,1,,264-2,1,40
264,264@1,264-2@1#845,,,1,,264-2,1,40
264,264@1,264-2@1#1015,,,1,,264-2,1,40
264,264@1,264-2@1#1145,,,1,,264-2,1,40
264,264@1,264-2@1#1315,,,1,,264-2,1,40
264,264@1,264-2@1#1445,,,1,,264-2,1,40
264,264@1,264-2@1#1615,,,1,,264-2,1,40
264,264@1,264-2@1#1745,,,1,,264-2,1,40
264,264@1,264-2@1#1915,,,1,,264-2,1,40
264,264@1,264-2@1#2045,,,1,,264-2,1,41
264,264@2,264-2@2#630,,,1,,264-2,1,35
264,264@2,264-2@2#710,,,1,,264-2,1,35
264,264@2,264-2@2#800,,,1,,264-2,1,35
264,264@2,264-2@2#840,,,1,,264-2,1,35
264,264@2,264-2@2#920,,,1,,264-2,1,35
264,264@2,264-2@2#1000,,,1,,264-2,1,35
264,264@2,264-2@2#1040,,,1,,264-2,1,35
264,264@2,264-2@2#1120,,,1,,264-2,1,35
264,264@2,264-2@2#1200,,,1,,264-2,1,35
264,264@2,264-2@2#1240,,,1,,264-2,1,35
264,264@2,264-2@2#1320,,,1,,264-2,1,35
264,264@2,264-2@2#1400,,,1,,264-2,1,35
264,264@2,264-2@2#1440,,,1,,264-2,1,35
264,264@2,264-2@2#1520,,,1,,264-2,1,35
264,264@2,264-2@2#1600,,,1,,264-2,1,35
264,264@2,264-2@2#1640,,,1,,264-2,1,35
264,264@2,264-2@2#1720,,,1,,264-2,1,35
264,264@2,264-2@2#1800,,,1,,264-2,1,35
264,264@2,264-2@2#1840,,,1,,264-2,1,35
264,264@2,264-2@2#1920,,,1,,264-2,1,40
264,264@2,264-2@2#2000,,,1,,264-2,1,40
264,264@2,264-2@2#2040,,,1,,264-2,1,40
264,264@2,264-2@2#2115,,,1,,264-2,1,40
264,264@2,264-2@2#2200,,,1,,264-2,1,40
264,264@2,264-2@2#2245,,,1,,264-2,1,40
264,264@2,264-2@2#2334,,,1,,264-2,1,40
264,264@3,264-2@3#642,,,1,,264-2,1,40
264,264@3,264-2@3#732,,,1,,264-2,1,40
264,264@3,264-2@3#822,,,1,,264-2,1,40
264,264@3,264-2@3#912,,,1,,264-2,1,40
264,264@3,264-2@3#1002,,,1,,264-2,1,40
264,264@3,264-2@3#1052,,,1,,264-2,1,40
264,264@3,264-2@3#1142,,,1,,264-2,1,40
264,264@3,264-2@3#1232,,,1,,264-2,1,40
264,264@3,264-2@3#1322,,,1,,264-2,1,40
264,264@3,264-2@3#1412,,,1,,264-2,1,40
264,264@3,264-2@3#1502,,,1,,264-2,1,40
264,264@3,264-2@3#1552,,,1,,264-2,1,40
264,264@3,264-2@3#1642,,,1,,264-2,1,40
264,264@3,264-2@3#1732,,,1,,264-2,1,40
264,264@3,264-2@3#1822,,,1,,264-2,1,40
264,264@3,264-2@3#1912,,,1,,264-2,1,40
264,264@3,264-2@3#2002,,,1,,264-2,1,40
264,264@3,264-2@3#2050,,,1,,264-2,1,40
264,264@3,264-2@3#2150,,,1,,264-2,1,40
264,264@3,264-2@3#2250,,,1,,264-2,1,40
264,264@3,264-2@3#2350,,,1,,264-2,1,40
264,264@5,264-2@5#642,,,1,,264-2,1,40
264,264@5,264-2@5#732,,,1,,264-2,1,40
264,264@5,264-2@5#822,,,1,,264-2,1,40
264,264@5,264-2@5#912,,,1,,264-2,1,40
264,264@5,264-2@5#1002,,,1,,264-2,1,40
264,264@5,264-2@5#1052,,,1,,264-2,1,40
264,264@5,264-2@5#1142,,,1,,264-2,1,40
264,264@5,264-2@5#1232,,,1,,264-2,1,40
264,264@5,264-2@5#1322,,,1,,264-2,1,40
264,264@5,264-2@5#1412,,,1,,264-2,1,40
264,264@5,264-2@5#1502,,,1,,264-2,1,40
264,264@5,264-2@5#1552,,,1,,264-2,1,40
264,264@5,264-2@5#1642,,,1,,264-2,1,40
264,264@5,264-2@5#1732,,,1,,264-2,1,40
264,264@5,264-2@5#1822,,,1,,264-2,1,40
264,264@5,264-2@5#1912,,,1,,264-2,1,40
264,264@5,264-2@5#2002,,,1,,264-2,1,40
264,264@5,264-2@5#2050,,,1,,264-2,1,40
264,264@5,264-2@5#2150,,,1,,264-2,1,40
264,264@5,264-2@5#2250,,,1,,264-2,1,40
264,264@5,264-2@5#2350,,,1,,264-2,1,40
165,165@1,165-2@1#545,,,1,,165-2,1,35
165,165@1,165-2@1#600,,,1,,165-2,1,40
165,165@1,165-2@1#610,,,1,,165-2,1,40
165,165@1,165-2@1#620,,,1,,165-2,1,40
165,165@1,165-2@1#630,,,1,,165-2,2,40
165,165@1,165-2@1#640,,,1,,165-2,1,40
165,165@1,165-2@1#650,,,1,,165-2,1,45
165,165@1,165-2@1#700,,,1,,165-2,2,45
165,165@1,165-2@1#707,,,1,,165-2,1,45
165,165@1,165-2@1#714,,,1,,165-2,1,45
165,165@1,165-2@1#721,,,1,,165-2,1,45
165,165@1,165-2@1#728,,,1,,165-2,1,45
165,165@1,165-2@1#735,,,1,,165-2,1,45
165,165@1,165-2@1#742,,,1,,165-2,1,45
165,165@1,165-2@1#749,,,1,,165-2,2,45
165,165@1,165-2@1#758,,,1,,165-2,1,45
165,165@1,165-2@1#811,,,1,,165-2,1,45
165,165@1,165-2@1#824,,,1,,165-2,2,45
165,165@1,165-2@1#836,,,1,,165-2,1,40
165,165@1,165-2@1#848,,,1,,165-2,1,40
165,165@1,165-2@1#900,,,1,,165-2,1,40
165,165@1,165-2@1#912,,,1,,165-2,1,40
165,165@1,165-2@1#924,,,1,,165-2,2,40
165,165@1,165-2@1#936,,,1,,165-2,1,40
165,165@1,165-2@1#948,,,1,,165-2,2,40
165,165@1,165-2@1#1000,,,1,,165-2,1,40
165,165@1,165-2@1#1012,,,1,,165-2,1,40
165,165@1,165-2@1#1024,,,1,,165-2,1,40
165,165@1,165-2@1#1036,,,1,,165-2,1,40
165,165@1,165-2@1#1048,,,1,,165-2,2,40
165,165@1,165-2@1#1100,,,1,,165-2,1,40
165,165@1,165-2@1#1110,,,1,,165-2,2,40
165,165@1,165-2@1#1120,,,1,,165-2,1,40
165,165@1,165-2@1#1130,,,1,,165-2,1,40
165,165@1,165-2@1#1140,,,1,,165-2,1,40
165,165@1,165-2@1#1150,,,1,,165-2,1,40
165,165@1,165-2@1#1200,,,1,,165-2,1,40
165,165@1,165-2@1#1210,,,1,,165-2,1,40
165,165@1,165-2@1#1220,,,1,,165-2,1,40
165,165@1,165-2@1#1230,,,1,,165-2,1,40
165,165@1,165-2@1#1240,,,1,,165-2,1,40
165,165@1,165-2@1#1250,,,1,,165-2,1,40
165,165@1,165-2@1#1300,,,1,,165-2,1,40
165,165@1,165-2@1#1315,,,1,,165-2,1,40
165,165@1,165-2@1#1330,,,1,,165-2,1,40
165,165@1,165-2@1#1345,,,1,,165-2,2,40
165,165@1,165-2@1#1400,,,1,,165-2,1,40
165,165@1,165-2@1#1412,,,1,,165-2,1,40
165,165@1,165-2@1#1424,,,1,,165-2,1,40
165,165@1,165-2@1#1436,,,1,,165-2,1,40
165,165@1,165-2@1#1448,,,1,,165-2,1,40
165,165@1,165-2@1#1500,,,1,,165-2,1,40
165,165@1,165-2@1#1512,,,1,,165-2,2,40
165,165@1,165-2@1#1524,,,1,,165-2,1,40
165,165@1,165-2@1#1536,,,1,,165-2,2,40
165,165@1,165-2@1#1548,,,1,,165-2,1,40
165,165@1,165-2@1#1600,,,1,,165-2,1,40
165,165@1,165-2@1#1610,,,1,,165-2,1,40
165,165@1,165-2@1#1620,,,1,,165-2,1,40
165,165@1,165-2@1#1628,,,1,,165-2,1,40
165,165@1,165-2@1#1636,,,1,,165-2,2,40
165,165@1,165-2@1#1652,,,1,,165-2,1,40
165,165@1,165-2@1#1700,,,1,,165-2,1,45
165,165@1,165-2@1#1710,,,1,,165-2,2,45
165,165@1,165-2@1#1720,,,1,,165-2,1,45
165,165@1,165-2@1#1730,,,1,,165-2,1,45
165,165@1,165-2@1#1740,,,1,,165-2,1,45
165,165@1,165-2@1#1755,,,1,,165-2,1,45
165,165@1,165-2@1#1812,,,1,,165-2,2,45
165,165@1,165-2@1#1836,,,1,,165-2,1,45
165,165@1,165-2@1#1850,,,1,,165-2,1,45
165,165@1,165-2@1#1910,,,1,,165-2,1,40
165,165@1,165-2@1#1930,,,1,,165-2,1,40
165,165@1,165-2@1#2000,,,1,,165-2,1,40
165,165@1,165-2@1#2035,,,1,,165-2,2,40
165,165@1,165-2@1#2110,,,1,,165-2,1,40
165,165@1,165-2@1#2140,,,1,,165-2,1,35
165,165@1,165-2@1#2210,,,1,,165-2,1,35
165,165@1,165-2@1#2240,,,1,,165-2,2,35
165,165@1,165-2@1#2325,,,1,,165-2,1,35
165,165@2,165-2@2#610,,,1,,165-2,1,35
165,165@2,165-2@2#625,,,1,,165-2,1,35
165,165@2,165-2@2#640,,,1,,165-2,1,35
165,165@2,165-2@2#655,,,1,,165-2,1,35
165,165@2,165-2@2#710,,,1,,165-2,1,40
165,165@2,165-2@2#725,,,1,,165-2,1,40
165,165@2,165-2@2#740,,,1,,165-2,1,40
165,165@2,165-2@2#800,,,1,,165-2,1,40
165,165@2,165-2@2#820,,,1,,165-2,1,40
165,165@2,165-2@2#840,,,1,,165-2,1,40
165,165@2,165-2@2#900,,,1,,165-2,1,40
165,165@2,165-2@2#920,,,1,,165-2,1,40
165,165@2,165-2@2#940,,,1,,165-2,1,40
165,165@2,165-2@2#1000,,,1,,165-2,1,40
165,165@2,165-2@2#1020,,,1,,165-2,1,40
165,165@2,165-2@2#1035,,,1,,165-2,1,40
165,165@2,165-2@2#1050,,,1,,165-2,1,40
165,165@2,165-2@2#1105,,,1,,165-2,1,40
165,165@2,165-2@2#1120,,,1,,165-2,1,40
165,165@2,165-2@2#1140,,,1,,165-2,1,40
165,165@2,165-2@2#1155,,,1,,165-2,1,40
165,165@2,165-2@2#1210,,,1,,165-2,1,40
165,165@2,165-2@2#1225,,,1,,165-2,1,40
165,165@2,165-2@2#1240,,,1,,165-2,1,40
165,165@2,165-2@2#1255,,,1,,165-2,1,40
165,165@2,165-2@2#1310,,,1,,165-2,1,40
165,165@2,165-2@2#1325,,,1,,165-2,1,40
165,165@2,165-2@2#1345,,,1,,165-2,1,40
165,165@2,165-2@2#1400,,,1,,165-2,1,40
