route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,trip_time
T1,T1@1,T1-2@1#1728,,,1,,T1-2,1,55
T1,T1@1,T1-2@1#1738,,,1,,T1-2,1,55
T1,T1@1,T1-2@1#1748,,,1,,T1-2,1,55
T1,T1@1,T1-2@1#1758,,,1,,T1-2,1,55
T1,T1@1,T1-2@1#1808,,,1,,T1-2,2,55
T1,T1@1,T1-2@1#1818,,,1,,T1-2,2,55
T1,T1@1,T1-2@1#1828,,,1,,T1-2,1,55
T1,T1@1,T1-2@1#1838,,,1,,T1-2,1,55
T1,T1@1,T1-2@1#1850,,,1,,T1-2,2,55
T1,T1@1,T1-2@1#1902,,,1,,T1-2,1,55
T1,T1@1,T1-2@1#1914,,,1,,T1-2,2,55
T1,T1@1,T1-2@1#1927,,,1,,T1-2,2,55
T1,T1@1,T1-2@1#1940,,,1,,T1-2,1,55
T1,T1@1,T1-2@1#1953,,,1,,T1-2,1,50
T1,T1@1,T1-2@1#2006,,,1,,T1-2,2,50
T1,T1@1,T1-2@1#2023,,,1,,T1-2,2,50
T1,T1@1,T1-2@1#2048,,,1,,T1-2,1,50
T1,T1@1,T1-2@1#2113,,,1,,T1-2,2,50
T1,T1@1,T1-2@1#2138,,,1,,T1-2,1,50
T1,T1@1,T1-2@1#2150,,,1,,T1-2,2,50
T1,T1@1,T1-2@1#2200,,,1,,T1-2,1,50
T1,T1@1,T1-2@1#2210,,,1,,T1-2,1,50
T1,T1@1,T1-2@1#2223,,,1,,T1-2,2,50
T1,T1@1,T1-2@1#2245,,,1,,T1-2,2,50
T1,T1@1,T1-2@1#2313,,,1,,T1-2,1,50
T1,T1@1,T1-2@1#2357,,,1,,T1-2,2,50
T1,T1@2,T1-2@2#528,,,1,,T1-2,1,46
T1,T1@2,T1-2@2#544,,,1,,T1-2,2,50
T1,T1@2,T1-2@2#600,,,1,,T1-2,2,50
T1,T1@2,T1-2@2#616,,,1,,T1-2,1,50
T1,T1@2,T1-2@2#632,,,1,,T1-2,2,50
T1,T1@2,T1-2@2#648,,,1,,T1-2,2,50
T1,T1@2,T1-2@2#704,,,1,,T1-2,1,54
T1,T1@2,T1-2@2#720,,,1,,T1-2,1,54
T1,T1@2,T1-2@2#736,,,1,,T1-2,1,54
T1,T1@2,T1-2@2#752,,,1,,T1-2,2,54
T1,T1@2,T1-2@2#808,,,1,,T1-2,2,54
T1,T1@2,T1-2@2#824,,,1,,T1-2,1,54
T1,T1@2,T1-2@2#840,,,1,,T1-2,2,54
T1,T1@2,T1-2@2#900,,,1,,T1-2,1,54
T1,T1@2,T1-2@2#920,,,1,,T1-2,1,54
T1,T1@2,T1-2@2#942,,,1,,T1-2,2,54
T1,T1@2,T1-2@2#1005,,,1,,T1-2,2,54
T1,T1@2,T1-2@2#1028,,,1,,T1-2,1,54
T1,T1@2,T1-2@2#1050,,,1,,T1-2,1,54
T1,T1@2,T1-2@2#1112,,,1,,T1-2,2,54
T1,T1@2,T1-2@2#1132,,,1,,T1-2,2,54
T1,T1@2,T1-2@2#1152,,,1,,T1-2,1,54
T1,T1@2,T1-2@2#1208,,,1,,T1-2,2,54
T1,T1@2,T1-2@2#1223,,,1,,T1-2,2,54
